ENTER digital studio,,Civil Service Commission
Pilat Group,,Clal Insurance
TSG,,Clal Insurance & Finance
Bynet Software Systems Ltd.,,Clalit Health Services
Comax smart E.R.P,,Clear Channel Communications
LMY R&D,,Clevaligner
Danel Group קבוצת דנאל,,Clifford Chance
UNIQAI Systems,,CodeOasis LTD
MINT - Marketing Innovation Technology,,Cognizant Netherlands
"TeleMessage, a Smarsh Company",,Cognizant Technology Solutions
Omnicon Distributed Systems Ltd,,Comarch
Typemock Ltd - The Unit Testing Company,,Comax smart E.R.P
SixKeys-Boutique Business Consultancy,,Comcast
E&A Financial Software Systems LTD,,Comcast Corporation
Yael Group,,Comcast/NBCUniversal
Civil Service Commission | נציבות שירות המדינה,,Commerzbank
Priority Software,,Commit
Belong.Life,,Company
Chain Reaction Ltd.,,Compulite Systems (2000) Ltd.
Scadasudo Ltd,,Comverse
Compulite Systems (2000) Ltd.,,Constellation Software
Lolatech ltd,,Coolvision
"

המסלקה הפנסיונית ",,Cornerstone OnDemand
Flight Medical Innovations Ltd.,,Corus Entertainment
Zadara,,Covײ³ֲ©a
Systematics,,Cox Communications
Acubez,,Crdit Agricole Assurances
Clevaligner,,Cyfrowy Polsat
מכון התקנים הישראלי - The Standards Institution of Israel,,D-Fend Solutions
IDOZ,,D.I.T Israel
Alcon Systems Ltd,,D2L
MDClone,,DICEUS
Toga Networks-a Huawei Company,,DLA Piper
Celeno,,DONE Lockers
CTERA,,DPR Construction
Priority Software,,DZ Bank
Deloitte,,Danel Group
El Al,,Danel Group
Clalit Health Services,,Davies Ward Phillips & Vineberg LLP
Gini-Apps,,Dell EMC XtremIO
John Bryce,,Dell Technologies
"SodaStream International, Ltd.",,Deloitte
Elbit Systems Israel,,Deloitte Consulting
Netcraft,,Descartes Systems Group
Tritone Technologies,,Desjardins
Really Great Tech,,Deutsche Bank
Centerity Systems,,Deutsche Telekom
ICTBIT Solutions ,,Digital Turbine
JLL Technologies,,Direct Insurance
Ex Libris ,,Discount Bank
Isracard,,E&A Financial Software Systems LTD
MedDev Soft,,ELTA Systems
well-b ,,ENTER digital studio
Galil Software Ltd,,EPAM Systems
Ultra Information Solutions,,EPR Systems
Israel Internet Association (ISOC-IL),,ERGO Group
Cemantica,,Eiffage
Hashavim (from Hilan group),,El Al
Hilan group,,Elad Software Systems
NetApp,,Elbit Systems
NCR Retail,,Elbit Systems Israel
Pangea IT,,"Electrical Grid Monitoring, Inc."
"Pentagon 2000 Software, Inc.",,Elevance Health
Matrix,,Eli Lilly and Company
Altshuler Shaham,,Elpisor
Elpisor,,"Elpisor,"
"""Moveo Group""",,Emporus Technologies
"
Israel Police - משטרת ישראל",,Entertainment One
"""ONE Digital""",,Equanimity AI
HSP Group,,Erste Group Bank
Questar Auto Technologies,,Ethernity Networks
hms - Strategic Financial IT,,Euvic
Shareit Digital Ltd,,Ex Libris
Furious Corp.,,Expedia Group
KBIS - Knowledge-Based Information Systems,,Experis Israel
IronCircle,,FAO
Ahoy! Insurance,,FIBI
BOA Ideas - Shopify Premier agency,,Fairfax Financial
Proggio,,Fairmont Hotels & Resorts
Treetoscope,,Fasken
Sakani.com,,Fayrix
DONE Lockers,,Ferrovial
abra,,Fitness360now
MEMO Global,,Flight Medical Innovations Ltd.
Bezeq,,Fluor Corporation
Israeli Ministry of Defense,,Forty Two Data Services
Moveo Group,,Fox Corporation
Hilma,,France Tײ³ֲ©lײ³ֲ©visions
PTC,,Freshfields Bruckhaus Deringer
BD Innovations,,Furious Corp.
Unitronics - PLC & Automation products,,Future Processing
Coolvision,,G Adventures
GoTo Global,,G&S Banking Automation
Radware,,GAV Systems
movement - the wellness company,,GEICO
Latica,,GYTPOL
BMC Software,,GaN Systems
eBay Israel R&D center,,Galil Software Ltd
Forty Two Data Services,,Gav Systems
PassportCard,,General Dynamics Mission Systems - Canada
EPR Systems,,Geneyx Genomex
ELTA Systems,,Gini-Apps
Dell Technologies,,Globant
Bank Hapoalim בנק הפועלים,,GoTo Global
Mimecast,,Goldman Sachs
Applied Materials,,Green Shield Canada
FAO,,Groupama Assurances Mutuelles
Superstream,,Grubhub
InfiniGrow,,HBA System Integrators
High Lander,,HCL Technologies
RadGreen,,HCSC
"SCADAfence, a Honeywell Company",,HDI Group
Intel,,HOCHTIEF
Lightspin (Acquired by Cisco),,HOT
PayBox,,HQ
Intent IQ,,HSBC
Sony Semicon (IL),,HSP Group
Emporus Technologies,,Hachshara Insurance
OneStep,,Hachshara Insurance Company
Babel Street,,Harel Insurance & Finance
SolarEdge Technologies,,Hashavim (from Hilan group)
MCPTotal,,Havermi - ׳—׳‘׳¨׳׳™
Ikko Health,,Health Care Service Corporation HCSC
NICE Actimize,,High Lander
IBM,,Hilan group
D-Fend Solutions,,Hill International
Cornerstone OnDemand,,Hilma
Broadcom,,Hilton
Matrix USA,,Huawei
GYTPOL,,Humana
888holdings,,IAI - Israel Aerospace Industries
NICE Actimize,,IBI Capital LTD
Vertical Field,,IBM
"Elpisor,",,ICTBIT Solutions
bonestudio,,IDOZ
Bloomberg,,IEC - Israel Electric Corporation
Kepler,,IEC - Israel Electric Corporation
MCE Systems,,ING Group
TestInsight,,IPG Mediabrands
OpenText,,ITV plc
Huawei,,Ikko Health
Siemens Digital Industries Software,,Imco Defense Division- Nir-Or Israel Ltd
CYMOTIVE Technologies,,Inetex LTD
Fitness360now,,Infanity Labs
Parallel Wireless,,Infineon Technologies
Equanimity AI,,InfiniGrow
Agrint,,InfinityLabs R&D
J.P. Morgan,,Infosys
BNY Pershing,,InsurTech Israel
Havermi - חברמי,,Intact
Strauss Group,,Intel
Rambam Health Care Campus,,Intel Corporation
Allot,,IntellForce
Matrix Defense,,Intelos
Grubhub,,Intent IQ
iAngels,,Intersog Israel
Madlan,,
Mastercard,,IronCircle
Monte Carlo,,Isracard
J.P. Morgan,,Israel Internet Association (ISOC-IL)
BrightSource Energy,,Israel Police
Mobile Physics,,Israel Police
TRACXPOiNT,,Israel Tax Authority
Qualcomm,,Israel police
Arad Technologies,,Israeli Ministry of Defense
K2view,,J.P. Morgan
Barking Ad Media,,JLL (Jones Lang LaSalle)
Vertical Field,,JLL Technologies
KMS Lighthouse,,JPMorgan Chase & Co.
UBS,,JPMorganChase
Silo,,Jamieson Wellness
Seed-X,,John Bryce
Sarine Technologies,,Johnson & Johnson
Sidelines Group,,Just Eat Takeaway.com
JPMorganChase,,K2view
kramer,,KBIS - Knowledge-Based Information Systems
"KIOXIA America,",,"KIOXIA America,"
NetApp BlueXP,,KMS Lighthouse
Ness Technologies | נס טכנולוגיות,,KPMG Israel
Midrag- Service rating,,KPN
NICE Actimize,,Kaiser Foundation Group
Digital Turbine,,Kaiser Permanente
SAMSON Precognize Innovations,,Kepler
CWT,,KfW Bankengruppe
TEOCO,,Kiewit Corporation
Veeva Systems,,Kirkland & Ellis
IAI - Israel Aerospace Industries,,Knight Therapeutics
Ministry of Health Israel,,Korentec Technologies By Yael Group
SimiGon,,L3Harris Technologies
The Vets,,LMY R&D
X5 Group,,Landesbank Baden-Wײ³ֲ¼rttemberg
IPG Mediabrands,,Latham & Watkins
SKF Group,,Latica
OCTOPUS SYSTEMS,,Legal & General
Intelos,,Leonardo
dbMotion™ Solution,,Liberty Mutual
JPMorganChase,,Lightspin (Acquired by Cisco)
AudioCodes,,Live Nation Entertainment
AudienceWatch,,LiveChat Software
Solargik,,Lloyd's of London
Raiffeisen Bank Russia,,Lloyds Banking Group
PandoLogic,,Lockheed Martin
Progineer Technologies,,Lockheed Martin Canada
Bagira,,Log-On Software
Xsight Labs,,Lolatech ltd
Just Eat Takeaway.com,,Lufthansa Group
Nokia,,Lumen Technologies
Geneyx Genomex,,MCE Systems
Ness Digital Engineering,,MCPTotal
Algorand Foundation,,MDA
Savannah Tech,,MDClone
Aurora Labs,,MEMO Global
bio-T Medical,,MINT - Marketing Innovation Technology
המסלקה הפנסיונית Swiftness,,MS3 Ltd
Sogo Services,,Maccabi Health care Services
Webbing,,Madlan
VisionHeight,,Magic Software Enterprises
Western Digital,,Mako
Matific,,Manulife
The Guild Software,,Marriott International
TriEye,,Mastercard
רשות המסים בישראל Israel Tax Authority,,Matrix
PicWithYou,,Matrix Defense
C4Muni,,Matrix IT Ltd
"משרד העליה והקליטה, אגף בכיר לטכנולוגיה ומידע",,Matrix Software Europe
Harri,,Matrix USA
TopSolutions טופ סולושנס,,Max Group
HighTime,,Max It Finance
"AppCard, Inc.",,McCarthy Tֳtrault
SmarTag,,McDermott International
Nuance Communications,,McKinsey & Company
Yoel Geva,,MedDev Soft
Sparks AB,,Medavie Blue Cross
X○RC○M,,Mediaset
Punct,,Menora Mivtachim
Tricentis Test Management for Jira,,Mercava
Iscar USA,,Merck
MusicianPro,,
Kama Research & Development Ltd.,,Midrag- Service rating
MOVEZ AI,,Migdal Group
ROBOTICAN,,Migdal Insurance
Sagarmatha,,Mimecast
Equi,,Ministry of Health Israel
WebsPlanet,,Mizrahi-Tefahot Bank
Cadence,,Mobile Physics
Prickly Bear,,Monte Carlo
Digital Clues,,Morgan Stanley
Rafael Advanced Defense Systems - Career,,Moveo Group
Funatix Club,,Munich Re
Cyber-School,,NBC (Comcast)
Way2VAT,,NCR Retail
Ben-Gurion University of the Negev,,NESS Digital Engineering
Pruvo - Hotel post-booking price optimization,,NESS Technologies Israel
GuardKnox,,NICE
Statehub,,NICE Actimize
Atrinet,,NICE Systems
Mmuze - A Gartner Cool Vendor company,,NN Group
OpenTofu,,NVIDIA
Referral-AI,,NatWest Group
Lightbits Labs,,National Bank of Canada
Operative,,Nationwide Building Society
CoreTigo - Industrial Wireless Automation,,Nemetschek SE
The Maglan Friends Foundation,,Ness Digital Engineering
MagniLearn,,Ness Technologies
Persistent Systems,,Ness Technologies
Shefing,,NetApp
Bond,,NetApp BlueXP
Rosco Vision,,Netcraft
Vortex Direct,,
GoI,,News UK
TeleMessage,,Nokia
Oryx Vision,,Non-profit Organization
inoxoft,,Norddeutsche Landesbank
Energy Team,,Northrop Grumman
Archimedes,,Novartis
Partner,,OCTOPUS SYSTEMS
Nextiva,,ONE Digital
Perforce Perfecto,,Oliver Wyman
Nextiva,,Omnicon Distributed Systems Ltd
Shefing,,OneStep
T-REX Group,,OpenText
FireArc Technologies .LTD,,Oracle Corporation
Stamp.ee,,Orange
TradAir- an ION Group company,,"Osler, Hoskin & Harcourt LLP"
AMAREL LTD,,PKO Bank Polski
RDV Systems,,PNC Financial Services
Nuweba,,PTC
Tufin,,PalWallet
רשות המסים בישראל Israel Tax Authority,,PandoLogic
CommPeak,,Pangea IT
Commetz,,Parallel Wireless
C4Muni,,Paramount Global
PicWithYou,,PassportCard
EZ-R.O.I,,PayBox
ISI - ImageSat International,,"Pentagon 2000 Software, Inc."
ObserveIT,,Personio
Siemens PLM Software,,Pfizer
Munters,,Philips
Alef Bit Technologies Ltd.,,Pilat Group
Cibus | pluxee,,Porter Airlines
SportsArena,,Poste Italiane
Bait Balev,,Powszechny Zak
Modellama,,Pratt & Whitney Canada
ClearML,,Priority Software
Konnecto,,ProSiebenSat.1 Media
Clearco,,Proggio
Unbotify,,Progineer Technologies
האקריו - HackerU,,Progressive
Tech.marketing,,Prudential plc
Xperitos Technologies Ltd.,,Psagot Investment House
Superfly Insights,,Qualcomm
BlueVoyant - Cybersecurity company,,Quebecor
"The Hebrew University of Jerusalem, The Alexander Silberman Institute of Life Science",,Questar Auto Technologies
MediaKind,,R+V Versicherung
Compete,,RAI
Yahoo,,RBC
ARKURI,,RTL Nederland
Investing.com,,RTVE
המקצוענים - pro.co.il,,RTX Corporation
GlobeKeeper,,Rabobank
SeeTree,,RadGreen
Stratasys,,Radware
Batuta.com,,Rafael Advanced Defense Systems
ZeroLimits,,Raiffeisen Bank International
OptimalPlus is now NI,,Raiffeisen Bank Russia
Bond,,Rambam Health Care Campus
OptimalQ,,Ranovus
Entor,,Really Great Tech
Q-int,,Roche
Exabeam,,Rogers Communications
dorzki,,Roland Berger
noxale,,Royal BAM Group
Harmonic,,Royal Caribbean Group
FeatherCloud,,SAMSON Precognize Innovations
Minerva Labs (Acquired by Rapid7),,
TRUNOVATE - Empower Manufacturers (By Contel),,"SCADAfence, a Honeywell Company"
Duality Technologies,,SKF Group
Icosa Foundation,,STEMCELL Technologies
Qualtero dba Comply365,,STMicroelectronics
Cassini Robotics,,STRABAG SE
Capture Systems Ltd.,,Saipem
RADCOM,,Sakani.com
Oriient,,
Sealed.ai,,Sanofi
Ribbon Communications,,Sapiens
PMO,,Sapiens DECISION
Ferrous Design Inc.,,Sapiens International
TrapX Security,,Sarine Technologies
Evolution.inc,,Savannah Tech
Fibonatix,,Scadasudo Ltd
Clearwave Corporation,,Scotiabank
Cellcom,,Seed-X
Baseline Vision,,Sela
Ricult,,ServiceNow
LogMeIn,,Shareit Digital Ltd
Tracense Systems Ltd.,,Shaw Communications
SpearUAV,,Shopify
Ewave,,Sidelines Group
"Ex Libris, from Clarivate",,Siemens Digital Industries Software
Colabo Inc (acq. by Uniphore),,Silo
TRACXONE,,SimiGon
Reality Shift,,Sinclair Broadcast Group
MalamTeam,,SixKeys-Boutique Business Consultancy
Reelocoaster,,Skanska
Avronim Ltd,,Sky Group
TIBA Parking,,"SodaStream International, Ltd."
PolyWizz,,Software AG
Informatica,,Software AG Israel
SberMarket,,Software Houses
SolringAir,,SolarEdge Technologies
Automattic,,Solargik
3d Signals,,Sony Semicon (IL)
ProfiCinema.com,,Sony semicon
TCK,,Spin Master
Nester,,Sqlink
ADASKY,,Standard Chartered
ItmSpot,,State Farm
Getwizer,,State Street Corporation
RUCKUS Networks,,Stikeman Elliott LLP
Surfsight,,Strauss Group
PHI Networks (2015) LP,,Sun Life
Nextmeta Group,,Sunwing
GE HealthCare,,Superstream
Otorize,,Swiss Life Holding
Ceridian,,Swiss Re
Herolo Frontend Development,,Systematics
SuperCom (NASDAQ: SPCB),,T-Mobile US
OzVision,,TAG Video Systems
Fast Simon,,TD
Initech Software Services Ltd,,TEGNA
Cognni,,TELUS
Verizon Media,,TEOCO
OzVision (Hod Hasharon),,TF1 Group
OneTwoTrip!,,TRACXPOiNT
LimeStory,,TSG
NRGene Ltd.,,TUI Group
ObserveIT,,Taldor
S&P Global,,Tata Consultancy Services (TCS)
Reali,,Tax Authority
McGraw Hill,,TeamViewer
Gulliver Tourism Ltd.,,"TeleMessage, a Smarsh Company"
Conguard Ltd.,,Teledyne DALSA
DealSumm,,Telefonica Deutschland
EverCompliant,,Telefײ³ֲ³nica
Verifone,,Telewizja Polska
"ORT Israel, Technology & Science Educational Network רשת אורט ישראל",,TestInsight
Bridgecrew,,Testview
Modellama,,Thales
Replixio,,The Bank of New York Mellon
FireArc Technologies .LTD,,The Phoenix Insurance
Sigmabit,,The Vets
Digital Clues,,The Walt Disney Company
Mefathim Tech Excellence - מפתחים מצוינות בהייטק,,Tnuva
L4B Software,,Toga Networks-a Huawei Company
Skybox Security,,Torys LLP
Bank Hapoalim - Technology Division,,Transat A.T. Inc.
Whatify,,Travelers
Tuki,,Treetoscope
LS Technology,,Tritone Technologies
OPSWAT,,Truist Financial
AICanSee,,Turner Construction
Wishi,,Typemock Ltd - The Unit Testing Company
Blanket,,U.S. Bancorp
YIT - Yedioth Information Technology,,UBS
Mertens,,UNIQA Insurance Group
מרטנס | Mertens – מקבוצת מלם תים,,UNIQAI Systems
Rosslare Security Products Inc.,,USAA
Ease Solutions,,Ubisoft Montreal
KELA - Cyber Threat Intelligence,,Ultra Information Solutions
Elbit Systems Ltd,,Unipol Gruppo
Mego Afek AC Ltd.,,Unitask Group
Motorola Solutions,,UnitedHealth Group
RAD,,Unitronics - PLC & Automation products
Pandoor Industries LTD.,,Untether AI
XConnect Global Networks,,VFR
National Retail Solutions (NRS Plus),,VINCI
English4U sireen,,VMware (Broadcom)
Genesys,,Veeva Systems
Magos Systems,,Verizon Communications
Captain Credit,,Vertical Field
Self-employed,,Vienna Insurance Group
Compie,,Virgin Media O2
Toga Networks,,Vivendi
Medasense Biometrics Ltd.,,Vodafone Group
Ada,,VodafoneThree
GigaSpace Technologies,,VodafoneZiggo
Takeaway,,Warner Bros. Discovery
Ethosia,,We Ankor
NGSoft Ltd.,,Webuild
Dell EMC,,Wells Fargo
Barak Capital,,WestJet
Verizon,,Whiting-Turner Contracting
Bottomline Technologies,,WildBrain
New ProImage LTD,,Wipro
Embie Clinic,,Wobi Ltd
Bank Hapoalim ׳‘׳ ׳§ ׳”׳₪׳•׳¢׳׳™׳,,X5 Group
,,Xsense Ltd
,,Xsight Labs
,,YES
,,YIT
,,YIT (Yedioth Tech)
,,YIT - Yedioth Tech
,,Yad 2
,,Yael - CloudTech
,,Yael Group
,,Yedioth Ahronoth
,,ZDF
,,Zadara
,,Zap Group
,,Zurich Insurance Group
,,Zymeworks
,,abra
,,advanced-parking-limited
,,applift-consulting
,,bio-T Medical
,,bizi
,,bonestudio
,,botika-io
,,cellcom tv
,,cellopark-israel
,,cisco
,,compie_technologies
,,dbMotionג„¢ Solution
,,de Volksbank
,,eBay Israel R&D center
,,elbit
,,hms - Strategic Financial IT
,,iA Financial Group
,,iAngels
,,iMDsoft
,,kramer
,,memo-global
,,michlol-services-application
,,michlol-services-application---
,,movement - the wellness company
,,one1-systems
,,rayzone-group
,,sqlink group
,,strauss
,,supercom
,,tikal
,,well-b
,,
,,Swiftness
,,
,,The Standards Institution of Israel
HP,,Micro Focus
Hewlett Packard,,HP Enterprise
Hewlett-Packard,,
