Quantum Machines,,Hyperdrives
Quris,,Hypori
Qwak,,iCapital Network
Qwilt,,IDEE
,,IDnow
RapidAPI,,Illumio
Rapyd,,Immuta
Reco.ai,,Implement AI
Redefine,,Imply
Redis,,Impossible Foods
Regulus Cyber,,Improbable
Reporty,,ImStar Therapeutics
Rewire,,imToken
Rezilion,,Inari
Riseup,,Incode Technologies
Riskified,,Indicative
Rivery,,Indigo Ag
,,Inflection AI
Rookout,,Infoblox
Roundforest,,Informatica
Run:AI,,Innoplexus
SafeBreach,,Insilico Medicine
,,Insitro
Salt Security,,Instabase
Satori,,Instacart
Savvy Security,,Instawork
Sayata,,Insured Nomads
Scopio Labs,,Insurify
Scribe Security,,INTAGIUM
SeaLights,,Intercom
Second Nature AI,,InvestCloud
SecuriThings,,Invision AI
Seemplicity,,Iodine Software
SeeTree,,Ionos
Semperis,,Iridium
Sensi.AI,,Ironclad
SentinelOne,,ISARA
Sentra,,Isomorphic Labs
Sharegain,,Isovalent
Shield,,iZotope
ShieldIOT,,Jasper
Shopic,,Jedox
Siemplify,,Jeeves
Sight Diagnostics,,Jellyfish
Silverfort,,JetBrains
Similarweb,,JobLogic
Simplex,,Juniper Square
Singular,,JupiterOne
Sisense,,Justworks
Sixgill,,k2-mobility
,,Kasasa
Skybox Security,,Kensho
,,Kepler Communications
Snappy,,Kertos
Snyk,,Ketch
Sola,,Kiite
,,Kindred AI
Solidus Labs,,Klaviyo
,,Klearly
Solvo,,Klue
Sparkbeyond,,KNOW
Speedata,,KnowBe4
Spot.io,,Kodiak Robotics
SQream,,Komodo Health
Stampli,,Kong
StarkWare,,Kore.ai
Startapp,,Kraken
Stealth Security,,Kustomer
Stigg,,LambdaLabs
Stream Elements,,LanceDB
Stream.security,,Landbase
Strigo,,LANDR
Sunbit,,LangChain
SundaySky,,Laserfiche
Supersonic,,Lattice
Superwise.ai,,LaunchDarkly
Swimm,,LayerZero
Sygnia,,League
Syte,,LeanIX
Tabnine,,Leapter
Taboola,,Least Authority
TabTale,,LeddarTech
Tailor Brands,,Ledger
Talon Cyber Security,,lendable
Tango,,Lendistry
Taptica,,Lila Sciences
Taranis,,Lilium
tasq.ai,,Lineaum
Team8,,Liquid AI
TechSee,,Living Security
Teridion,,Llamaindex
Theator,,LoanStreet
ThetaRay,,LocateRisk
Tipalti,,Lookout
Toka,,LoopingOne
Token Security,,Luxury Presence
Tonkean,,MaestroQA
Toonimo,,Magic
Torq,,Marble Health
Transmit Security,,Markup AI
Trax,,Mashgin
TriEye,,Masterclass
Trigo,,Material Security
,,Materialize
Trullion,,Matillion
Trustmi.ai,,May Mobility
Tufin,,MediaMath
,,Medisafe
,,Meetup
Unit,,Melius Cyber
Upsolver,,Mercury
Upstream Security,,Mesa
Upwind Security,,MessageBird
Utila,,Metaplane
UVeye,,Method Financial
Valence Security,,Mezmo
Valens,,Midaxo
Varada,,Midjourney
Varonis,,Mimica Automation
VAST Data,,Mio
Vayyar,,Mirakl
vcita,,Miro
Vectorious,,Mitigant
Veego,,Mito
Velocity,,Mixpanel
Verbit,,Mobilo
Versatile,,Modal
Via,,Modern Treasury
Vidazoo,,Mojio
Visualead,,Mollie
Viz.ai,,Monad Labs
Votiro,,MongoDB
Voyager Labs,,Monzo
Voyantis,,Moss
Vulcan Cyber,,MotherDuck
WalkMe,,Motional
Walnut,,Motorq
Waze,,Movable Ink
Weka,,Moveworks
WhiteSource,,Mulberry
Wibbitz,,Multimodal
Wilco,,Muse
Wiliot,,Mux
Windward,,N26
Wing Security,,Naborly
Wix,,Namely
Wix.com,,
Wiz,,Nasuni
Wizer,,Nauto
WSC Sports,,Nect
XM Cyber,,Neo4j
Xplenty,,Neptune.ai
XTEND,,NetBird
Xyte,,Nethone
Yotpo,,NetraMark
Zafran Security,,Netskope
Zebra Medical Vision,,Nextdata
Zencity,,NextDoor
Tastewise,,Nexthink
ZenGo,,Nextiva
Zenity,,Niagara Networks
Zero Networks,,Niantic
Zerto,,NinjaCat
Zoomin,,NinjaOne
ZoomInfo,,NIO
Zooz,,Noom
Amazon,,NORBr
Amazon Web Services (AWS),,Nothing
Apple,,Notion
Google,,Noxtua
Google Cloud Security,,nPlan
Microsoft,,Nscale
Meta,,NuBrakes
Facebook,,Numerated
Intel Israel,,Nuro
Nvidia,,Nutmeg
Salesforce,,Nutrabolt
CrowdStrike,,O9 Solutions
Proofpoint,,OakNorth
Fortinet,,Obie
Rapid7,,Oblong Industries
Tenable,,Observe
F5,,Observe.AI
Zscaler,,Ocrolus
Palo Alto,,Ohpen
Palo Alto Networks,,Onapsis
Palo Alto Networks (Israel R&D),,One Energetics
SentinelOne (Israel R&D),,One Medical
Forescout,,ONEKEY
Sailpoint,,OneLogin
Datadog,,OneTrust
Datadog (Israel R&D),,Onfido
New Relic,,Onramper
New Relic (Israel),,Ontra
Dataiku,,Opal
Dataiku (Israel),,Open Motors
Monte Carlo Data (Israel),,OpenAI
Starburst Data (Israel),,OpenEvidence
DataRobot,,OpenOcean Robotics
Snowflake,,OpenSea
Splunk,,Operant AI
Elastic,,Oshi
Workday,,Outerbounds
Workato,,Outreach
ServiceNow,,OutSystems
Intuit,,Overmind
SAP,,Owlin
LinkedIn,,Oxla
Red Hat,,Paddy
Ping Identity,,PagerDuty
Align Technology,,Palantir
Shutterfly,,Panorama Education
WeWork,,Panther Labs
Unity,,Parea AI
Huuuge Games,,ParkWise
Huuuge Games (Israel),,PartnerStack
Zynga (Israel R&D),,Pathful
Miniclip (Israel),,Paxos
Jam City (Israel),,Payaut
SciPlay (Israel),,Payt
Luminar (Israel R&D),,PEAKS
Ouster (Israel),,Peloton
Booking.com,,Pendo
eBay,,PERCEPTEC
PayPal,,Perchwell
Dropbox,,Perl Street
Autodesk,,Perplexity
NetApp,,Persona
Vimeo,,Personai
Vonage,,Personify
Turbonomic,,Personify Health
Sears,,Personio
Drata,,Personix
Vanta,,Phantom
Chainalysis,,Phenomic AI
Harness,,Philo
Chronosphere,,Phoenix Motorcars
Anaplan,,Phoenix Tailings
Loom,,Phrasee
,,PHYSEC
,,Physical Intelligence
,,Pika Labs
,,Pilot
,,PitchBook
,,Pitstop
,,Pix Moving
,,Place Exchange
,,Plaid
,,Plancraft
,,Planetary Hydrogen
,,Plumery
,,Plus
,,Plusgrade
,,PolyAI
,,Pony.ai
,,Poolside
,,Portable
,,PostHog
,,Postman
,,Praetorian
,,Precog
,,Primer
,,Privacera
,,Private AI
,,ProducePay
,,Promptless
,,Public
,,PushPress
,,Pyrowave
,,Q2 Holdings
,,QCSL
,,Qover
,,Quantexa
,,Quantum Benchmark
,,Quantum Metric
,,Quix
,,RADAR
,,Rahko
,,Rainbird
,,Raisin
,,Ramp
,,Rapid
,,Realator
,,Recargo
,,Recharge
,,Recogeni
,,Recorded Future
,,Redgate Software
,,RedMimicry
,,reDock
,,Redpanda
,,Regal
,,Reggora
,,Regrello
,,RegTheory
,,Reify
,,Reify Health
,,Relativity Space
,,ReliaQuest
,,Reltio
,,Remote
,,Replit
,,Requesty
,,Requir
,,Resistine
,,Resolver
,,Responsive
,,Retool
,,Revefi
,,Revel Transit
,,revel8
,,Revo Technologies
,,Revolut
,,ReworkD
,,RGo Robotics
,,Ridecell
,,Ripple
,,Rippling
,,RisingWave
,,Riskbeam
,,Rivian
,,Ro
,,Robodisplay
,,Rocket Dollar
,,Rocket Money
,,Rokt
,,Rubrik
,,Safe Superintelligence
,,SafeAI
,,Sakana AI
,,SambaNova Systems
,,SANCTUARY Systems
,,SandboxAQ
,,Sapling
,,Sarine Technologies L.T.D
,,Saronic Technologies
,,Saturn Cloud
,,Scale AI
,,ScanDog
,,Sea Machines Robotics
,,Secfix
,,Securiti
,,SecurityBridge
,,Seismic
,,Self
,,Self Financial
,,Semgrep
,,Sentinels
,,Sentry
,,Seres
,,SES AI Corporation
,,Shabodi
,,SharpestMinds
,,Shield AI
,,Shippo
,,Shipwell
,,Shopify
,,Side
,,Sierra
,,Sift
,,Sigma Computing
,,Signal AI
,,Silverflow
,,SingleStore
,,Sivo
,,Skims
,,SkyHive
,,SkySpecs
,,SmartAsset
,,Smartly
,,SmartRecruiters
,,SnapCommerce
,,SnapTravel
,,Snorkel AI
,,Snowflake
,,Socure
,,Soda
,,Softstack
,,Sol Cuisine
,,solarisBank
,,Soldo
,,Solo.io
,,Sonantic
,,Sonatus
,,Sonder
,,SortSpoke
,,SoSafe
,,SourceGraph
,,SparkCharge
,,SparkCognition
,,Sphinx
,,Spokeo
,,SPOKO
,,Spondoolies
,,SpotMe
,,Spotnana
,,Spring Health
,,Sprinklr
,,Squarespace
,,Stack Overflow
,,Stairwell
,,Standard Cognition
,,Standigm
,,Starburst
,,Starling Bank
,,StartEngine
,,StarTree
,,Stash
,,StatusToday
,,Stellar Health
,,StockX
,,Strike Graph
,,Stripe
,,Sundeck
,,Supabase
,,Superhuman
,,Svante
,,Swae
,,Swell Investing
,,Swift Medical
,,Symend
,,Synthace
,,Synthesia
,,Synthesized
,,Tala
,,Talend
,,Talk360
,,Tally
,,Tanium
,,Tanso
,,TaxBit
,,Tealbook
,,TechGDPR
,,Teckro
,,Tecton
,,Teleport
,,Telesat
,,TeleSign
,,TempoDB
,,Temporal Technologies
,,Tempus
,,Tennr
,,Tensor
,,TensorWave
,,TeraDAR
,,Terra
,,Terrene
,,Tesla
,,Tessell
,,text
,,TextMine
,,The Brandtech Group
,,The Zebra
,,Thinking Machines Lab
,,ThoughtSpot
,,ThreatFabric
,,throxy
,,Thumbtack
,,Tide
,,Tigera
,,Timescale
,,Tink
,,TIS
,,Toast
,,Together AI
,,Top Hat
,,Torc
,,Totem
,,Tractable
,,Trade Republic
,,Tradeshift
,,Transfix
,,Transit
,,TRAVTUS
,,Treasury
,,Tropic
,,Truewind
,,Truework
,,Trumid
,,TrustCloud
,,TrustNXT
,,Trustpilot
,,Turso
,,TuSimple
,,Twenty Billion Neurons
,,Twig
,,Tymlez
,,Typeface
,,UJET
,,Unagi Scooters
,,Unbounce
,,Unitary AI
,,Unosecur
,,Unqork
,,Unstoppable Domains
,,Unstructured
,,Upgrade
,,UpKeep
,,Upside
,,Upstart
,,Upwork
,,Urban Company
,,UrbanLogiq
,,Usercentrics
,,Validaitor
,,Validere
,,Vantage Analytics
,,Varo Bank
,,Vectra
,,VEED.IO
,,Venafi
,,Vendr
,,Venta
,,Veo
,,Vercel
,,Veridium
,,Verkada
,,VESMA
,,Vestmark
,,Vidyard
,,Vira Health
,,Virtu Financial
,,Virtuix
,,Virtuoso
,,Vise
,,Visio Lending
,,Vivid Money
,,Voiceflow
,,Voya Financial
,,Waabi
,,Wayve
,,Wealthfront
,,Wealthsimple
,,Wear2b
,,WeavAir
,,WeaveGrid
,,Weaviate
,,Webflow
,,Webio
,,Weights & Biases
,,Wheel
,,Whippy
,,Whoop
,,Windmill
,,WireScreen
,,Wise
,,WiTricity
,,Workrise
,,WorldRemit
,,Wrapbook
,,Wrightspeed
,,Writer
,,Writesonic
,,xAI
,,Xaira Therapeutics
,,Xanadu
,,Xayn
,,XignSys
,,XtalIC
,,yasp
,,Yellow.ai
,,Yext
,,YipitData
,,Yokoy
,,YOLT
,,Yuga Labs
,,Yuma
,,Yuno
,,Zapier
,,Zapper
,,Zefr
,,Zego
,,Zeitgold
,,ZenBusiness
,,Zendar
,,ZenMate
,,Zeta
,,Zipari
,,Zocdoc
,,Zoox
,,Zopa
